"ID","Source File","Section / Heading","Extracted Text","Issue Type","Severity","Recommended Treatment","Known Decision / Recommended Answer","Question for Alex / Committee","Proposed Codex Action After Answer","Status"
"DEC-186","01_drafting/governance/decisions/EDrill_Family_Bursary_Decision_Log.md","5. Schooling Decisions","| SC-04 | International schools | Applicant must list the school attended; government and private schools in Thailand are included, and committee/Finance should assess cost reasonableness rather than exclude solely by label unless the Executive Sponsor approves an exclusion, cap, or separate rule | Provisional | Executive Sponsor / HR / Finance | User sai...","Warning / Control Text","Administrative","Keep as warning/control","","","Leave unchanged unless final policy tone requires shortening.","Keep"
"DEC-187","01_drafting/governance/decisions/EDrill_Family_Bursary_Decision_Log.md","5. Schooling Decisions","| SC-05 | Special education schools | Included if located in Thailand and properly evidenced | Provisional | HR / Legal | | Decision questionnaire default | |","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-188","01_drafting/governance/decisions/EDrill_Family_Bursary_Decision_Log.md","5. Schooling Decisions","| SC-06 | Homeschooling / online schooling | Excluded for first launch unless legally recognised and evidence is clear | Provisional | HR / Legal | | Decision questionnaire default | |","Warning / Control Text","Administrative","Keep as warning/control","","","Leave unchanged unless final policy tone requires shortening.","Keep"
"DEC-189","01_drafting/governance/decisions/EDrill_Family_Bursary_Decision_Log.md","5. Schooling Decisions","| SC-07 | School evidence | Birth certificate or approved equivalent, plus school enrolment letter or confirmation; Finance verifies salary eligibility internally | Provisional | HR / Finance | User confirmed birth certificate and school enrolment letter; Finance already knows payslip/salary | User clarification 2026-06-11 | 2026-06-11 |","Already Decided / Needs Propagation","Minor","No action","EDrill employee payments go through normal payroll into the employee bank account as a payslip line item.","","Leave unchanged if wording already reflects known decision.","Already Answered"
"DEC-190","01_drafting/governance/decisions/EDrill_Family_Bursary_Decision_Log.md","6. Award Value and Payment Decisions","| ID | Decision area | Current recommended position | Status | Accountable owner | Decision / final wording | Evidence/source | Date |","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-191","01_drafting/governance/decisions/EDrill_Family_Bursary_Decision_Log.md","6. Award Value and Payment Decisions","| PAY-01 | EDrill award value | Up to THB 120,000 per awardee per year | Provisional | Executive Sponsor / Finance | | Email chain | |","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-192","01_drafting/governance/decisions/EDrill_Family_Bursary_Decision_Log.md","6. Award Value and Payment Decisions","| PAY-02 | EDrill payment cadence | Quarterly, THB 30,000 per quarter | Provisional | Executive Sponsor / Finance | | Email chain | |","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-193","01_drafting/governance/decisions/EDrill_Family_Bursary_Decision_Log.md","6. Award Value and Payment Decisions","| PAY-03 | labour-hire award value | Up to THB 8,000 per month | Provisional | Executive Sponsor / Finance / Legal | | Email chain | |","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-194","01_drafting/governance/decisions/EDrill_Family_Bursary_Decision_Log.md","6. Award Value and Payment Decisions","| PAY-04 | Labour-hire award payment cadence | Quarterly, THB 24,000 per quarter based on THB 8,000 per month award value | Provisional | Finance / Executive Sponsor | User confirmed all awards paid quarterly | User clarification 2026-06-11 | 2026-06-11 |","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-195","01_drafting/governance/decisions/EDrill_Family_Bursary_Decision_Log.md","6. Award Value and Payment Decisions","| PAY-05 | Payment route | EDrill employee awards are paid into the recipient employee's bank account through the normal payroll session. Labour-hire awards are paid by EDMPL to the appointed labour-hire agency at the time of application for onward payment to its employee using the agency's existing payroll/payment process. | Approved | Finance / HR / Com...","Approval Evidence Needed","Administrative","Convert to approval evidence item","Funding entity is Energy Drilling Management Pte. Ltd. / EDMPL.","What evidence, approver, and completion date should be recorded for this item?","Record completion evidence or keep as launch gate.","Needs Finance/Admin Evidence"
"DEC-196","01_drafting/governance/decisions/EDrill_Family_Bursary_Decision_Log.md","6. Award Value and Payment Decisions","| PAY-06 | Payroll treatment | For EDrill employees, the bursary is added as a line item on the employee's payslip and paid through normal payroll. The bursary payment is tax liable to the recipient, and the recipient is responsible for their own tax position. | Approved | Thailand Finance / Payroll / Committee | Routine payroll administration remains wit...","Already Decided / Needs Propagation","Minor","No action","EDrill employee payments go through normal payroll into the employee bank account as a payslip line item.","","Leave unchanged if wording already reflects known decision.","Already Answered"
"DEC-197","01_drafting/governance/decisions/EDrill_Family_Bursary_Decision_Log.md","6. Award Value and Payment Decisions","| PAY-07 | Tax treatment | Payments are tax liable to the recipient, and the recipient is responsible for their own tax position; documents must not state or imply tax-free or non-taxable treatment | Approved | Thailand Finance / Payroll / Committee | Approved internally for Phase 1 operation, subject to the approved controls in this document | Management...","Approval Evidence Needed","Administrative","Convert to approval evidence item","EDrill employee payments go through normal payroll into the employee bank account as a payslip line item.","What evidence, approver, and completion date should be recorded for this item?","Record completion evidence or keep as launch gate.","Needs Finance/Admin Evidence"
"DEC-198","01_drafting/governance/decisions/EDrill_Family_Bursary_Decision_Log.md","6. Award Value and Payment Decisions","| PAY-08 | Eligible expenses | Tuition, compulsory school fees, books, uniforms, required school materials | Provisional | HR / Finance | | Decision questionnaire default | |","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-199","01_drafting/governance/decisions/EDrill_Family_Bursary_Decision_Log.md","6. Award Value and Payment Decisions","| PAY-09 | Excluded expenses | Transport, meals, devices, tutoring unless expressly approved | Provisional | HR / Finance | | Decision questionnaire default | |","Warning / Control Text","Administrative","Keep as warning/control","","","Leave unchanged unless final policy tone requires shortening.","Keep"
"DEC-200","01_drafting/governance/decisions/EDrill_Family_Bursary_Decision_Log.md","6. Award Value and Payment Decisions","| PAY-10 | Costs below award value | Pay/reimburse evidenced eligible costs only, up to award limit | Provisional | Finance / HR | | Decision questionnaire default | |","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-201","01_drafting/governance/decisions/EDrill_Family_Bursary_Decision_Log.md","6. Award Value and Payment Decisions","| PAY-11 | Carry-forward | No carry-forward of unused award funds | Provisional | Finance / HR | | Decision questionnaire default | |","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
